age,Sex,Family,nameofcancer,agecancer,whoaffected,dept,post,dgraduation,selfcanh,nameselfcan,durationscan,awarnesscans,namecancers,usefullnesscansc,breastcansc,agebrcans,brcansi,attbrcans,brcaprac,doBSE,bseinterval,mamography,inmamo,brcanscfam,famlibrcansc,brcanspa,brcanscptin,cercans,agecer,intercer,atticer,viapap,viado,intervia,cerfami,interfamcer,cerviscpt,intercerpt,coloncan,agecolocans,intecolocas,atticolcans,docolonoscopy,intercolonos,colofamily,intercolonfamil,coloncanpt,intercolonspt,proscans,ageproscs,interproscs,attiproscs,psadre,interpsadre,familyproscs,iprosf,proscansp,interprospt
42,2,1,colon,70, ,14,8,17,2, , ,1, ,1,1,30,5,1,1,2, ,2, ,2, ,1, ,2, , ,1,1,2, ,1, ,1, ,1,45,5,1,2, ,1, ,1, ,2, , ,1,1, ,2, ,1, 
46,2,2, , , ,14,3,6,2, , ,2, ,2,2, , ,1,2,2, ,1,.5,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,2,2, , , ,14,2, ,2, , , , ,1,1,25,3,1,2,2, ,2, ,2, ,2, , ,21, ,1,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, , , , ,1,2, ,2, ,2, 
40,2,2, , , ,14,8,17,2, , ,1,breast,2,1,35,2,2,2,1,1,1,2,1,2,2, ,1,35,5,1,2,1,5,1, , , ,1,45,5,2,2, ,2, , , ,2,45,1,2,1,1,1,2, , 
55,2,1,breast,45, ,14,2,25,1,carvix,42,1, ,1,2, , ,1,1,2, ,1, ,1, ,1, ,2, , ,1,1,1, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
43,2,2, , , ,14,2,2,2, , ,1, ,1,2, , , , ,2, ,1, ,1, ,2, ,2, , ,1,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
41,2,2, , , ,14, ,5,2, , ,1, ,1,1,30,6,2,1,2, ,2, ,2, ,1, ,1,40,1,1,1,2, ,2, ,1, ,1, , ,1,2, ,2, ,1, ,1, , ,1,2, ,2, ,1, 
31,2,2, , , ,14,8, ,2, , ,2, , ,1,10,1,1,1,2, ,2, ,2, ,1, ,1, , , ,1,2, ,2, ,1, ,2, , , ,2, ,2, ,2, ,1,65, ,2,2, ,2, ,2, 
35,2,1, , , ,14,8, ,2, , ,1, ,1,1,10,1,1,1,2, ,1,1,1,1,1,1,2, , ,1,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,1, ,2, , ,2,2, ,2, ,1, 
36,2,2,parotidg,50,uncle,14,8, ,2, , ,1, ,1,1,10,1,1,1,2, ,2, ,2, ,1, ,1, ,1,1,1,2, ,1, ,1, ,2,45,6,1,2, ,2, ,2, ,1,60,1,1,2, ,2, ,2, 
43,2,2, , , , ,8,21,2, , ,1, ,1,1,20,1,1,1,1, ,2, ,1, ,1, ,1,20,3,1,1,2, ,2, ,1, ,1,30,1,1,1, ,1, ,1, ,1,40,1,1,1, ,1, ,1, 
42,2,2, , , ,3,8,19,2, , ,1, ,1,1,30,5,1,1,2, ,2, ,2, ,1, ,1,30,5,1,1,2, ,2, ,1, ,1,40,3,1,2, ,2, ,2, ,1,50,5,1, , ,2, ,2, 
42,2,1,AML,57, ,1,5,18,2, , ,1, ,1,2, , ,1,1, , ,1, ,1, ,1, ,1, , ,1,1,2, ,1, ,1, ,1,28,5,1,1, ,2, ,1, ,1,45, ,1,1, ,2, ,1, 
35,2,2, , , ,7,5,12,2, , ,1,breast,1,1,40,1,1,1,2, ,2, ,1, ,1, ,1,40,1,1,1,2, ,1, ,1, ,1,60,5,1,2, ,2, ,2, ,1,50,1,1,1, ,1, ,1, 
38,1,2, , , ,7,8,11,1,Lung,3,1,lung,1,1,15,6,1,1,2, ,2, ,2, ,2, ,1,10,3,1,1,2, ,2, ,2, ,1,30,6,1,2, ,2, ,2, ,1,40,6,1,1, ,1,1,1,1
39,2,2, , , ,7,6,24,2, , ,1, ,1,1,30,6,1,1,1, ,2, ,1, , , ,1,30,1,1,1,2, ,2, ,1, ,1,40, ,1,1, ,2, ,2, ,1,40,2,1,1,1,2, ,2, 
55,1,1,ovarion,55, ,7,1,4,2, , ,1, ,1,1,40,5,1,1,2, ,1, ,1, ,1, ,1,50,3,1,1,1, ,1, ,1, ,1,50,5,1,1, ,2, ,2, ,1,50,5,1,1, ,1, ,1, 
48,1,2, , , ,7,8,20,1,lung,5,1, ,1,1,30, ,1,1,1,1,1,5,2, ,2, ,2, , ,1,1,1, ,2, ,2, ,1,40,5,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
30,1,2, , , ,7,7,5,2, , ,1, ,1,2, , ,1,1,2, ,2, ,1, ,2, ,2, , ,1,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, ,2, , ,1,1, ,2, ,1, 
52,1,2, , , ,7,2,5,2, , ,1, ,1,1,40,1,1,1,2, , , ,1, ,1, ,1, , ,1,1,1, ,2, ,2, ,1,50,1,1, , ,2, ,2, ,1,50,1,1,2, ,2, ,2, 
33,2,2, , , ,20,8,10,1,cervix,2,1,breast,1,1,30,3,1,1,1, ,2, ,1, ,1, ,1,30,1,1,1,2, ,2, ,1, ,1, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
37,2,1,stomash,62,uncle,7,4,15,2, , ,1, ,1,1,30,3,1,1,1, ,2, ,1, ,1,3,1,28,1,1,1,2, ,2, ,1, ,1,30,2,1,1,2,1,2,1,2,1,40,2,1,2, ,1, ,1, 
45,2,2, , , ,20,3,20,2, , ,1, ,1,1,30, ,1,1,1,1,1,2,2, ,1, ,1,22, ,1,2,2, ,1, ,2, ,2, , ,2,2, ,2, ,2, ,1,40, ,1,2, ,1,2,1,2
31,2,1,HCC,35,father,20,8,5,2, , ,1,breast,1,1, ,1,1,1,1,1,1,3,1,1,1,1,1,30,3,1,1,2, ,1,3,1, ,1,20,1,1,2, ,2, ,1, ,1,60,5,1,2, ,2, ,2, 
35,2,2, , , ,20,3,14,2, , ,1, ,1,1,30,5,1,1,2, ,2, ,2, ,2, ,1,30,5,1,1,2, ,2, ,2, ,1,40,10,1,2, ,2, , , ,2, , ,1,2, ,2, , , 
31,2,2, , , ,20,8, ,2, , ,1, ,1,1,30,6,1,1,1, ,1, ,1, ,1, ,1,30,1,1,1,2, ,1, ,1, ,1, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,1, 
56,1,2, , , , ,1,28,2, , ,1, ,1,1,12,3,1,1,1, ,1, ,1, ,1, ,1,11,1,1,1,1,1,1,1,1,1,1,35,4,1,1, ,1, ,1, ,1,40,2,1,1, ,2, ,2, 
54,1,1,gallblad, ,mathar,2,1,29,2, , ,1,breast,1,1,40,2,1,1,1, ,2, ,2, ,1, ,2, , ,1,1,2, ,2, ,2, ,1,65,5,1,1, ,2, ,1, ,1,65,5,1,2, ,2, ,2, 
51,1,2, , , ,2,2,24,2, , ,1, ,1,1,40,2,1,1,2, ,2, ,2, ,1,2,1, , ,1,1,2, ,2, ,2, ,1,40,5,1,2, ,2, ,1, ,1,50,2,1,1, ,2, ,2, 
53,1,2, , , ,2,3,2,2, , ,1,breast,1,1,45,4,1,1,1, ,1, ,2, ,2, ,1,30,4,1,1,1, ,2, ,2, ,1,50,5,1,2, ,2, ,2, ,1,60, ,1,2, ,2, ,2, 
39,1,2, , , ,2,8,14,2, , ,1,colon,1,1,25,2,1,1,2, ,2, ,2, ,1, ,2, , ,1,1, , ,2, ,1, ,1,50,1,1,1, ,2, ,2, ,1,51,2,1,2, ,2, ,2, 
 ,1,2, , , ,2,7, ,2, , ,1,brest,1,1,15,1,1,1,2, ,1, ,2, ,2, ,2, , ,1,1,2, ,2, ,2, ,1,40,5,1,1, ,2, ,1, ,2, , ,1,2, ,2, ,2, 
43,1,2, , , ,2,4,20,2, , ,1,breast,1,1,35,1,1,1,1,1,2, ,1,1,1,1,1,40, ,1,1,2, ,2, ,1, ,1,40,1,1,2, ,2, ,1,5,1,50,2,1,2, ,2, ,1,2
45,1,2, , , ,2,3,20,2, , ,1,breast,1,1,50,3,1,1,2, ,1, ,2, ,2, ,1,30,1,1,1,1, ,2, ,2, ,1,40,3,1,1, ,2, ,2, ,2, , ,2,2, ,2, ,2, 
49,1,2, , , ,2,3,24,2, , ,1, ,1,1,35,2,1,1,2, ,2, ,2, ,1, ,2, , , , , , , , , , ,1,35,2,1,2, ,2, ,1, ,2, , ,1,1, ,2, ,1, 
35,2,1,lung,51,sister,2,3,20,2, , ,1,breast,1,1,45,1,1,1,1, ,2, ,1, ,1, ,1, , ,1,1,1, ,1, ,1, ,1,50,2,1,2, ,2, ,1, ,1, , ,1,1, ,2, ,2, 
31,2,2, , , ,2,7,7,2, , ,1, ,1,1, ,1,1,1,1,1,2, ,1,1,2, ,1, ,1,1,1,2, ,1, ,2, ,2, , ,1,2, ,2, ,2, ,2, , , , , , , , , 
25,2,2, , , , , , , , , ,1,breast,1,1, ,2,1,1,2, ,2, ,1,1,1,1,2, , ,1,1,2, ,2, ,2, ,1, , ,1,1, ,2, ,2, ,2, , ,2,1, ,2, ,2, 
25,2,2, , , , , , ,2, , ,1,breast,1,2, , ,1,1,2, ,2, ,1, ,1, ,1, ,5,1,1,2, ,1, ,1, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
25,2,2, , , , , , ,2, , ,1,cervix,1,1, , ,1,1, , , , , , , , ,1,30,5,1,1,2, ,2, ,1, ,2, , , , , , , , , , , , , , , , , , , 
25,2,2, , , ,2, ,1, , , ,1,breast,1,1,20,1,1,1,2, ,2, ,1, ,1, ,1,35,5,1,2,2, ,2, ,2, ,1,50, ,1,2, ,2, ,2, , , , , , , , , , , 
25,2,2, , , ,2, ,1, , , ,1, ,1,1,20, ,1,1,2, ,2, ,1, ,1, ,1,35,5,1,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
25,2,2, , , ,2, ,1,2, , ,1,breast,1,1,15,1,1,1,2, ,2, ,1, ,2, ,1,35,5,1,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,1, ,2, , ,1, , , , , , 
38,2,2, , , ,1,6,18,2, , ,1, ,1,1,30,1,1,1,2, ,1, ,1, ,1, ,2, , ,1,1,2, ,2, ,2, ,1,20,1,1,1, ,2, ,1, ,1,45,1,1,2, ,2, ,1, 
46,1,2, , , ,2,3,21,2, , ,1,colon,1,1,45,1,1,1,1, ,1, ,2, ,2, ,1,45,1,1,1,2, ,1, ,1, ,1,50,5,1,1, ,2, ,1, ,2, , ,1,1, ,2, ,1, 
40,1,1,testiole,45, ,2,7,2,2, , ,1,breast,1,1,30,1,1,1,1, ,1, ,1, ,1, ,1,30,2,1,1,2, ,2, ,2, ,1,18,1,1,1, ,2, ,1, ,1,60,2,1,1, ,2, ,1, 
40,1,2, , , ,2,4,21,2, , ,1,breast,1,1,30,3,1,1,1,1,1,1,1, ,2, ,1,30,1,1,1,2, ,2, ,1, ,1,50,3,1,1, ,2, ,1, ,1,60,1,1,1, ,2, ,1, 
32,1,2, , , ,2,6,1,2, , ,1, ,1,1, , ,1,1,2, ,1, ,2, ,1, ,1, , ,1,2,2, ,2, ,2, ,1, , ,1,2, ,2, ,1, ,2, , ,1,1, ,2, ,1, 
34,2,2, , , ,2,7,1,2, , ,1, ,1,1,15,1,1,1,2, ,2, ,2, ,2, ,1,30,3,1,1,2, ,2, ,2, ,1,40,5,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
 ,2,2, , , ,2,7,8,2, , ,1, ,1,1, , ,1, ,2, ,2, ,1, ,1, ,2, , ,1,1,2, ,2, , , ,1, ,1, , , ,1, ,2, ,1, , ,2,2, ,2, ,2, 
37,1,2, , , ,2,7,14,2, , ,1,cervical,1,1,25,1,1,1,1, ,1,2,1,2,1,1,1,20,2,1,1,2, ,1, ,1, ,1,25,3,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,2, 
40,2,1,carvix,45, , ,8,19,2, , ,1, ,1,1,40,2,1,1,1, ,1, ,1, ,1, ,1,30,5,1,1,1, ,1, ,1, ,1,60, ,1, , , , , , , , , ,1, , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
